T (K)	P (kPa)	Avg uP (kPa)
110.045	544.75	4.8228843723550385
111.01299999999999	581.26	5.146121652638989
112.01299999999999	621.59	5.503178883914031
112.50399999999999	642.87	5.691579029749213
112.512	643.15	5.694057979036518
112.51299999999999	643.15	5.694057979036518
113.01299999999999	663.92	5.877942895812679
113.15700000000001	674.698	5.9733647365932985
113.32700000000001	680.8530000000001	6.027857353962451
114.014	708.318	6.2710157188761375
115.01	755.44	6.68820517714895
115.012	755.61	6.689710253501956
115.012	755.63	6.689887321308192
115.012	755.64	6.68997585521131
115.014	754.834	6.682840022619995
115.015	755.73	6.6907726603393725
115.015	755.78	6.691215329854963
115.016	755.76	6.6910382620487265
115.01799999999999	755.93	6.692543338401732
115.01899999999999	755.93	6.692543338401732
115.021	756.13	6.6943140164640935
115.256	773.211	6.845538776380012
116.015	803.55	7.1141417850498225
117.015	854.5060000000001	7.56527514177809
117.25399999999999	874.5360000000001	7.742608549723517
117.512	881.51	7.804352093758035
117.512	881.74	7.80638837352975
117.51299999999999	881.74	7.80638837352975
117.521	882.1	7.809575594041999
118.016	907.768	8.036824416565375
118.154	921.83	8.16132079112996
119.016	963.39	8.529267692488519
120.00200000000001	1020.28	9.032937067327028
120.00200000000001	1021.56	9.044269406926135
120.00399999999999	1021.66	9.045154745957317
120.00399999999999	1021.72	9.045685949376026
120.005	1021.65	9.045066212054198
120.01	1021.89	9.047191025729031
120.014	1022.14	9.049404373306983
120.014	1022.19	9.049847042822574
120.016	1022.41	9.051794788691168
120.01700000000001	1021.45	9.043295533991838
120.01700000000001	1022.36	9.05135211917558
120.01700000000001	1022.41	9.051794788691168
120.242	1040.91	9.215582509459537
121.01799999999999	1082.01	9.579456851274667
121.70100000000001	1135.75	10.055238046630995
122.01799999999999	1145.12	10.138194313852594
122.411	1183.78	10.480466383306924
122.50399999999999	1177.58	10.425575363373742
122.507	1177.91	10.428496982176638
122.514	1178.36	10.432481007816948
122.52	1178.76	10.436022363941671
123.01899999999999	1210.85	10.72012765904745
123.15	1227.79	10.870104090929402
124.02	1279.26	11.325788090277937
125.0	1349.79	11.950217708969449
125.0	1349.89	11.951103048000629
125.009	1350.57	11.957123353412655
125.012	1350.65	11.9578316246376
125.015	1351.0	11.960930311246731
125.016	1350.99	11.960841777343614
125.01799999999999	1351.05	11.96137298076232
125.01799999999999	1351.13	11.962081251987266
125.01899999999999	1351.28	11.963409260534036
125.021	1350.43	11.955883878769002
125.022	1351.5	11.965357006402632
125.57	1412.57	12.506033552744482
126.022	1424.42	12.610946227939355
126.29	1462.42	12.947375059787895
126.58	1484.51	13.142946451775636
127.024	1501.21	13.290798069982758
127.508	1540.19	13.635903224336865
127.51700000000001	1540.94	13.642543267070717
127.51899999999999	1541.21	13.644933682454903
128.025	1581.08	13.997918354186513
128.15	1600.45	14.169408524526151
129.02700000000002	1663.87	14.730890538100738
129.901	1764.88	15.625171493496026
129.971	1760.42	15.585685372705381
130.011	1748.79	15.482720443379105
130.011	1748.79	15.482720443379105
130.012	1748.87	15.483428714604049
130.013	1748.8	15.482808977282222
130.016	1749.21	15.486438867310062
130.017	1749.22	15.48652740121318
130.018	1749.24	15.486704469019417
130.019	1749.33	15.487501274147478
130.02200000000002	1749.58	15.48971462172543
130.02200000000002	1749.59	15.489803155628547
130.025	1749.99	15.49334451175327
130.028	1749.86	15.492193571012734
130.401	1805.0	15.980369512805588
131.03	1838.92	16.28067651218197
131.971	1954.05	17.299967338779922
132.032	1931.31	17.098641243089507
132.52	1976.88	17.5020902395984
132.523	1977.26	17.505454527916886
132.525	1977.6	17.508464680622897
133.035	2026.91	17.945025356897936
133.151	2047.63	18.12846760415851
134.03799999999998	2125.97	18.822042201185205
134.222	2175.45	19.260107953813247
135.013	2224.52	19.694543816413454
135.013	2224.64	19.69560622325087
135.015	2224.44	19.693835545188513
135.015	2224.52	19.694543816413454
135.015	2224.57	19.694986485929046
135.016	2224.89	19.69781957082882
135.019	2225.37	19.70206919817849
135.02100000000002	2225.24	19.70091825743795
135.025	2225.65	19.704548147465793
135.026	2225.84	19.706230291625037
135.041	2228.49	19.729691775951313
136.04399999999998	2334.48	20.668062615099384
137.048	2444.21	21.6395451340136
137.517	2494.69	22.086464276953446
137.524	2495.56	22.094166726524715
137.525	2495.51	22.09372405700913
138.053	2557.53	22.64281132414719
138.155	2581.11	22.85157426769952
139.058	2674.72	23.680340134787457
140.013	2786.93	24.673779061674946
140.018	2787.48	24.678648426346438
140.02	2787.64	24.680064968796326
140.02	2787.74	24.680950307827505
140.02100000000002	2787.44	24.678294290733966
140.02100000000002	2787.76	24.681127375633746
140.024	2787.89	24.682278316374276
140.024	2788.24	24.685377002983408
140.026	2788.07	24.683871926630403
140.026	2788.22	24.68519993517717
140.064	2795.78	24.75213156593441
141.071	2920.97	25.860487499069105
142.078	3050.03	27.00310605271049
142.52200000000002	3104.29	27.483491011028953
142.52200000000002	3104.72	27.487297968863025
142.528	3105.45	27.493760943790644
143.08700000000002	3183.35	28.183440049080147
143.158	3208.74	28.408227629096842
144.097	3320.94	29.401578022081214
145.011	3445.63	30.50550726006001
145.026	3447.54	30.522417235555555
145.028	3447.65	30.523391108489854
145.03	3447.74	30.524187913617915
145.031	3448.45	30.530473820739296
145.032	3448.5	30.530916490254885
145.033	3448.42	30.53020821902994
145.033	3448.5	30.530916490254885
145.033	3448.73	30.5329527700266
145.035	3448.48	30.53073942244865
145.037	3449.08	30.536051456635732
145.108	3462.93	30.658670912454212
146.12	3609.45	31.955869660939683
147.134	3760.5	33.29317426753762
147.53	3817.38	33.796755108473015
147.533	3817.64	33.79905698995408
147.535	3818.58	33.80737917684718
148.15	3916.36	34.673063681535346
148.162	3937.37	34.85907341198634
149.16899999999998	4077.01	36.0953608351266
150.011	4213.71	37.30561929075016
150.036	4217.61	37.34014751296619
150.04	4218.6	37.34891236937488
150.041	4218.4	37.347141691312515
150.042	4219.07	37.35307346282142
150.043	4218.96	37.352099589887125
150.04399999999998	4219.37	37.35572947991496
150.047	4219.16	37.35387026794949
150.047	4219.9	37.36042177678022
150.048	4219.94	37.36077591239269
150.05	4220.27	37.36369753119559
150.053	4220.65	37.36706181951407
150.189	4242.73	37.562544677598694
151.21200000000002	4413.65	39.07576614969218
152.047	4561.8	40.38739592438589
152.047	4561.81	40.38748445828901
152.048	4562.48	40.393416229797914
152.05	4562.73	40.395629577375864
152.05	4562.83	40.39651491640705
152.056	4563.36	40.4012072132723
152.059	4564.07	40.40749312039368
152.06	4563.81	40.40519123891262
152.064	4564.66	40.41271662067765
152.079	4567.93	40.44166720699725
152.239	4589.77	40.63502525140704
153.167	4767.99	42.212876472776685
153.269	4771.49	42.243863338867996
153.475	4808.42	42.570819043082906
153.68200000000002	4845.62	42.900165162682
153.889	4883.08	43.23181316376217
154.096	4920.81	43.56585158022652
154.303	4958.67	43.901040937431404
154.51	4996.8	44.23862071002048
154.563	5027.13	44.507144038177486
154.586	5031.64	44.54707282848372
154.64	5042.15	44.64012196066077
154.645	4985.19	44.135832848500435
154.645	4992.28	44.198603385811126
154.645	5003.43	44.29731868778774
154.645	5021.73	44.45933573049374
154.645	5037.17	44.59603207690799
154.645	5043.27	44.65003775781
154.645	5043.32	44.65048042732558
154.645	5043.37	44.650923096841176
154.645	5043.0	44.647647342425806
