T (K)	gamma (N/m)	Avg ugamma (N/m)
273.15	0.0455	0.00026073001579955544
278.147	0.0447	0.0002561457517854973
283.144	0.0436	0.0002498423887661674
288.14099999999996	0.0429	0.00024583115775386657
293.138	0.0418	0.00023952779473453663
298.13599999999997	0.0409	0.00023437049771872127
303.134	0.04	0.00022921320070290588
308.132	0.0392	0.00022462893668884776
313.13	0.0383	0.00021947163967303237
318.129	0.0373	0.00021374130965545973
323.127	0.0364	0.00020858401263964437
