T (K)	rhol (kg/m3)	Avg urho (kg/m3)
282.194	243.055	0.4327006471777648
282.194	243.797	0.4340215987327869
282.194	244.12900000000002	0.4346126444420421
282.194	244.472	0.4352232729910617
282.244	239.25	0.4259267648774155
282.244	240.368	0.4279170935007507
282.244	241.217	0.4294285326789364
282.244	241.468	0.42987537747719856
282.29400000000004	234.0	0.41658040953527786
282.29400000000004	236.247	0.42058064962171277
282.29400000000004	236.49200000000002	0.42101681287101256
282.29400000000004	236.709	0.42140312889182086
282.29400000000004	237.046	0.4220030758918781
282.29400000000004	237.34	0.4225264717910378
282.29400000000004	237.55900000000003	0.422916348328167
282.29400000000004	237.942	0.4235981872036029
282.29400000000004	238.30599999999998	0.4242462011739911
282.344	215.97	0.38448235490313654
282.344	214.6	0.3820434012233787
282.344	215.0	0.3827555044875416
282.344	214.185	0.3813045940868098
