T (K)	P (kPa)	Avg uP (kPa)
104.0	0.1223	0.0016059197044032442
104.0	0.1223	0.0016059197044032442
105.0	0.1457	0.0019131847991132678
105.0	0.1457	0.0019131847991132678
107.0	0.2047	0.0026879130293650374
107.0	0.2047	0.0026879130293650374
110.0	0.332	0.004359487668535381
110.0	0.332	0.004359487668535381
113.257	0.533289	0.007002610901402303
114.85600000000001	0.615949	0.008088018282971985
115.0	0.698	0.009165428893487034
115.0	0.698	0.009165428893487034
115.455	0.6666	0.008753115903149653
118.054	0.937256	0.012307096308014447
118.353	1.1999	0.015755871245408445
119.93	1.33749	0.017562563740329478
120.0	1.369	0.017976321139231734
120.0	1.369	0.017976321139231734
120.01299999999999	1.37	0.017989452126185156
123.46	2.104	0.027627596549995304
125.0	2.528	0.03319513501824531
125.0	2.528	0.03319513501824531
125.294	2.68	0.035191045035165125
128.546	3.784	0.0496876546317406
130.0	4.426	0.058117748255836134
131.691	5.23957	0.06880072531152989
132.151	5.49288	0.07212693561670068
133.151	6.0795	0.07982983518331581
134.15200000000002	6.71945	0.08823301028415682
135.0	7.394	0.09709051753358616
135.15200000000002	7.4260600000000005	0.0975114969753128
135.921	8.089	0.10621655346621293
136.153	8.19933	0.10766529525678374
137.154	9.02592	0.11851923776261103
138.155	9.91918	0.13024862316862285
139.155	10.8924	0.14302796229143006
140.0	11.853	0.15564158835888514
140.014	11.8	0.1549456460503539
140.156	11.9457	0.15685883084946717
140.941	12.87	0.1689958020905131
141.157	13.0789	0.1717388652650825
141.379	13.3344	0.17509383243168128
142.157	14.3055	0.18784533386214725
143.09799999999998	15.5454	0.2041264445856925
143.158	15.6254	0.2051769235419661
144.159	17.0386	0.22373363430453896
144.934	18.19	0.23885265268270656
144.934	18.24	0.2395092020303775
145.0	18.313	0.24046776407797718
145.16	18.5451	0.24351546614986594
145.549	19.152	0.2514846621318964
146.161	20.1583	0.26469837430312276
147.162	21.8782	0.2872823587643095
147.90200000000002	23.1981	0.30461394844412837
148.162	23.7047	0.31126610643473085
149.16299999999998	25.6512	0.3368255725395625
149.381	26.0304	0.34180484279229933
150.0	27.38	0.3595264227846347
150.0	27.381	0.35953955377158814
150.014	27.6	0.36241523991438707
150.014	27.32	0.3587385635674295
150.014	27.41	0.3599203523932373
150.164	27.7177	0.3639607570788046
151.017	29.564	0.3882044982909036
151.165	29.9175	0.3928463021789375
152.14600000000002	32.1974	0.4227836393340394
152.166	32.2507	0.42348352093865665
153.167	34.7305	0.4560457423857471
154.168	37.3703	0.4907089217453848
154.939	39.4901	0.518543987889244
155.0	39.757	0.5220486483071118
155.16899999999998	40.17	0.5274717459188742
156.13299999999998	43.0398	0.5651550522777984
156.17	43.1298	0.5663368411036063
156.18	43.162	0.5667596588835063
157.171	46.2629	0.6074775363273659
158.172	49.5826	0.6510684737166336
159.172	53.089	0.6971109663701048
159.766	55.2637	0.725666923697707
160.0	56.232	0.7383816583647034
160.014	56.8	0.7458400589542458
160.014	56.3	0.7392745654775359
160.173	56.8753	0.7468288222718384
161.174	60.715	0.7972478728768845
161.394	61.783	0.8112717669431369
161.645	62.578	0.8217109015711056
162.175	64.8347	0.8513435998288881
162.846	67.7544	0.889682142436788
163.17600000000002	69.1676	0.9082388531993607
163.627	71.116	0.933823268179404
165.0	77.69	1.0201463764111858
165.142	78.186	1.0266593459400823
166.648	85.8942	1.1278756195744328
167.782	91.859	1.2061993305541914
168.34099999999998	95.2455	1.2506674178719477
169.06799999999998	99.3775	1.3049246559634782
169.06900000000002	99.3583	1.3046725410139726
169.072	99.3775	1.3049246559634782
169.075	99.3775	1.3049246559634782
169.18099999999998	101.325	1.3304972530552635
169.28099999999998	101.325	1.3304972530552635
169.28099999999998	101.325	1.3304972530552635
169.28099999999998	101.325	1.3304972530552635
169.459	101.325	1.3304972530552635
169.46200000000002	101.325	1.3304972530552635
169.739	103.38799999999999	1.3575864791401684
169.74099999999999	103.384	1.3575339551923549
169.745	103.384	1.3575339551923549
170.0	105.083	1.379843502026215
170.013	105.7	1.3879453209764752
170.202	105.95100000000001	1.3912411987017836
170.38099999999997	107.11	1.4064600125807971
172.0	117.927	1.5484978984559394
172.48	121.01	1.5889807312333326
173.285	126.49600000000001	1.6610173256597938
176.0	147.244	1.9334590429693481
179.813	179.828	2.3613191218595797
180.0	181.84	2.3877386676098604
180.0	181.845	2.3878043225446275
180.012	182.8	2.4003444150851436
184.00900000000001	221.958	2.9145276022071567
185.0	233.438	3.065271332432416
188.612	276.608	3.63213603921155
190.0	295.435	3.879353130583585
194.695	364.77	4.789790110998948
195.0	369.038	4.845833163316144
196.649	395.755	5.196653741750661
198.16099999999997	422.7	5.550468185210558
200.0	455.528	5.981532224917425
200.011	454.341	5.965945743403715
200.011	455.5	5.981164557282729
