# Data to 'Parameterization of two-center Lennard-Jones plus pointquadrupole force field models by multicriteria optimization'
# Three-criteria scenario
Substance sigma epsilon L Q density pressure surface_tension Tc 
Cl2 3.4041 160.849 1.9455 3.8593 0.24725 3.442 11.2503 -0.53889 
Cl2 3.4053 162.358 1.9337 3.4538 0.55792 2.2047 11.2502 -0.99533 
Cl2 3.4045 160.849 1.9446 3.8516 0.2579 3.3922 11.2486 -0.55639 
Cl2 3.4041 160.849 1.9455 3.8585 0.24713 3.4428 11.248 -0.53859 
Cl2 3.4046 160.849 1.9441 3.8476 0.26283 3.3698 11.2473 -0.56431 
Cl2 3.4016 163.153 1.9428 3.4018 0.56652 2.167 11.2454 -1.0158 
Cl2 3.4048 160.849 1.9435 3.8415 0.26785 3.3472 11.2401 -0.57206 
Cl2 3.4052 162.322 1.9338 3.4625 0.55065 2.2315 11.2383 -0.98493 
Cl2 3.4049 160.849 1.943 3.837 0.27283 3.325 11.2375 -0.57981 
Cl2 3.4114 160.839 1.9192 3.5847 0.51001 2.3906 11.2341 -0.91419 
Cl2 3.4051 160.848 1.9424 3.832 0.27783 3.3031 11.2336 -0.58746 
Cl2 3.4054 162.233 1.934 3.484 0.53835 2.277 11.2333 -0.96724 
Cl2 3.4063 162.024 1.9317 3.4984 0.53486 2.2913 11.2332 -0.96026 
Cl2 3.409 161.395 1.9252 3.5468 0.51999 2.3503 11.232 -0.93344 
Cl2 3.4052 160.848 1.9419 3.827 0.28269 3.2819 11.2303 -0.59492 
Cl2 3.4112 160.84 1.9199 3.5923 0.50316 2.4159 11.229 -0.90488 
Cl2 3.4067 161.895 1.9309 3.5156 0.52591 2.325 11.2282 -0.9467 
Cl2 3.4111 160.84 1.9204 3.598 0.49698 2.4388 11.2216 -0.8964 
Cl2 3.4066 161.889 1.931 3.5172 0.52317 2.3352 11.2211 -0.9428 
Cl2 3.4054 160.848 1.9412 3.8193 0.28832 3.2575 11.2209 -0.60323 
Cl2 3.4055 160.848 1.9407 3.8154 0.29337 3.2359 11.2208 -0.61093 
Cl2 3.4109 160.84 1.9213 3.6095 0.48811 2.4718 11.2199 -0.88438 
Cl2 3.4057 160.848 1.9402 3.8102 0.29843 3.2144 11.2175 -0.61846 
Cl2 3.4067 161.841 1.9312 3.5295 0.51533 2.3644 11.2172 -0.93159 
Cl2 3.4067 161.77 1.9315 3.5478 0.50446 2.405 11.216 -0.91614 
Cl2 3.4107 160.841 1.922 3.6171 0.48122 2.4975 11.2157 -0.87499 
Cl2 3.4058 160.847 1.9397 3.8049 0.30337 3.1935 11.214 -0.62575 
Cl2 3.3961 167.267 1.944 0.28744 1.1228 0.38371 11.2118 -1.847 
Cl2 3.4105 160.841 1.9226 3.6242 0.47444 2.5228 11.2111 -0.8657 
Cl2 3.406 160.847 1.9391 3.7994 0.30868 3.1713 11.2106 -0.63355 
Cl2 3.4061 160.847 1.9386 3.7943 0.3136 3.1507 11.2079 -0.64077 
Cl2 3.4067 161.754 1.9316 3.552 0.49972 2.4226 11.2077 -0.90937 
Cl2 3.4103 160.841 1.9233 3.6323 0.46711 2.5503 11.2074 -0.85567 
Cl2 3.4067 161.72 1.9317 3.5607 0.49442 2.4425 11.2073 -0.90182 
Cl2 3.4102 160.842 1.9236 3.6358 0.46384 2.5625 11.2055 -0.85119 
Cl2 3.4063 160.847 1.9381 3.789 0.31878 3.1293 11.2054 -0.64833 
Cl2 3.4101 160.842 1.924 3.6403 0.45978 2.5778 11.2039 -0.84565 
Cl2 3.4064 160.847 1.9375 3.7837 0.32393 3.1081 11.2029 -0.65577 
Cl2 3.41 160.842 1.9244 3.6443 0.45604 2.5919 11.2021 -0.84052 
Cl2 3.4066 160.847 1.937 3.7785 0.32904 3.0872 11.2008 -0.66315 
Cl2 3.4099 160.842 1.9247 3.6482 0.45249 2.6053 11.2006 -0.83564 
Cl2 3.4098 160.842 1.9251 3.6524 0.44863 2.6198 11.1991 -0.83036 
Cl2 3.4097 160.842 1.9255 3.6564 0.44499 2.6336 11.198 -0.82538 
Cl2 3.4068 160.846 1.9363 3.7712 0.33598 3.0589 11.1976 -0.6731 
Cl2 3.4096 160.843 1.9258 3.6604 0.4413 2.6476 11.1967 -0.82029 
Cl2 3.4095 160.843 1.9262 3.6645 0.43751 2.662 11.1956 -0.81509 
Cl2 3.407 160.846 1.9356 3.7639 0.34303 3.0304 11.1952 -0.6832 
Cl2 3.4093 160.843 1.9268 3.6714 0.43101 2.6867 11.1934 -0.80613 
Cl2 3.4072 160.846 1.9349 3.7567 0.34993 3.0027 11.1933 -0.69304 
Cl2 3.4092 160.843 1.9275 3.6783 0.42449 2.7116 11.192 -0.79719 
Cl2 3.4073 160.846 1.9342 3.7494 0.35695 2.9746 11.1916 -0.70298 
Cl2 3.4075 160.845 1.9335 3.7424 0.36392 2.947 11.1905 -0.71281 
Cl2 3.409 160.844 1.9281 3.6854 0.41787 2.7369 11.1905 -0.788 
Cl2 3.4077 160.845 1.9328 3.7357 0.37049 2.921 11.1902 -0.72209 
Cl2 3.4079 160.845 1.9322 3.729 0.37707 2.8951 11.1897 -0.73132 
Cl2 3.4088 160.844 1.9287 3.6923 0.41134 2.762 11.1893 -0.77899 
Cl2 3.4085 160.844 1.9301 3.7067 0.39797 2.8136 11.1886 -0.76045 
Cl2 3.4086 160.844 1.9294 3.6995 0.40463 2.7879 11.1886 -0.76968 
Cl2 3.4083 160.844 1.9307 3.7136 0.39136 2.8393 11.1881 -0.75124 
Cl2 3.4082 160.845 1.931 3.7168 0.38818 2.8517 11.1879 -0.7468 
Cl2 3.4081 160.845 1.9312 3.7188 0.38512 2.8636 11.1846 -0.74243 
Cl2 3.3968 167.167 1.9426 0.16219 1.1282 0.38015 11.1819 -1.8485 
Cl2 3.3972 167.162 1.9428 0.15632 1.1329 0.37756 11.1311 -1.8447 
Cl2 3.3977 167.135 1.9427 0.12276 1.1387 0.37516 11.083 -1.8415 
Cl2 3.3981 167.128 1.9429 0.11463 1.1456 0.373 11.028 -1.837 
Cl2 3.3985 167.119 1.9431 0.10314 1.154 0.37093 10.9715 -1.8324 
Cl2 3.4372 160.893 1.8763 2.6135 1.6739 0.45327 10.7255 -1.5746 
Cl2 3.4411 160.805 1.8805 2.6818 2 0.44854 10.1375 -1.4945 
Br2 3.7883 173.29 1.5306 6.8909 1.9994 0.75036 12.5638 -0.15215 
Br2 3.6765 203.771 1.8782 6.3387 0.21928 0.85311 10.497 -0.24024 
Br2 3.6768 203.774 1.8785 6.3408 0.1883 0.85349 10.4586 -0.23537 
Br2 3.677 203.778 1.8791 6.3437 0.15686 0.85388 10.4184 -0.22947 
Br2 3.6772 203.791 1.8795 6.3451 0.13555 0.85421 10.3916 -0.22594 
Br2 3.6774 203.812 1.8801 6.3471 0.10327 0.85474 10.3506 -0.2206 
Br2 3.6761 204.57 1.8874 6.3265 0.023424 0.88502 10.3503 -0.24886 
Br2 3.676 204.56 1.8875 6.3269 0.023848 0.8763 10.3284 -0.24289 
Br2 3.6772 203.909 1.8814 6.3461 0.085492 0.85556 10.3274 -0.21824 
Br2 3.6759 204.555 1.8876 6.3271 0.025026 0.86963 10.3076 -0.23715 
Br2 3.6758 204.553 1.8877 6.3272 0.026842 0.86484 10.2869 -0.23147 
Br2 3.6772 203.985 1.8826 6.3471 0.051378 0.85653 10.2777 -0.21236 
Br2 3.6757 204.552 1.8878 6.3273 0.029162 0.86205 10.2672 -0.22588 
Br2 3.6755 204.58 1.8882 6.3263 0.030413 0.86155 10.2588 -0.2236 
Br2 3.6769 204.176 1.8845 6.3404 0.034306 0.85844 10.2515 -0.21541 
Br2 3.6735 205.037 1.8934 6.3191 0.033614 0.86366 10.2512 -0.22032 
Br2 3.5545 236.76 2.1779 4.8954 0.025391 3.0775 9.2699 -0.39533 
C2H6 3.5559 126.62 2.1231 0 2 0.56979 29.6247 -2.4306 
C2H6 3.5566 127.3 2.1443 0 1.4875 0.59379 28.1038 -2.3168 
C2H6 3.5572 127.434 2.1489 0 1.3731 0.60022 27.7186 -2.2888 
C2H6 3.557 127.626 2.1545 0 1.2833 0.60602 27.3678 -2.2615 
C2H6 3.5574 127.722 2.1579 0 1.2173 0.61076 27.0895 -2.2412 
C2H6 3.5577 127.807 2.1607 0 1.1708 0.61464 26.8637 -2.2245 
C2H6 3.5576 127.918 2.164 0 1.1339 0.61822 26.6535 -2.2082 
C2H6 3.5578 127.986 2.1663 0 1.1072 0.62129 26.4769 -2.195 
C2H6 3.5563 128.331 2.1751 0 1.0652 0.62839 26.1302 -2.1641 
C2H6 3.5565 128.312 2.1748 0 1.0635 0.6285 26.1074 -2.163 
C2H6 3.5566 128.383 2.177 0 1.0513 0.6313 25.953 -2.1511 
C2H6 3.5562 128.475 2.1795 0 1.0429 0.634 25.8303 -2.1406 
C2H6 3.5553 128.637 2.1834 0 1.0333 0.63807 25.7104 -2.1285 
C2H6 3.5543 128.784 2.1869 0 1.0255 0.64244 25.618 -2.1186 
C2H6 3.5534 128.911 2.1898 0 1.0189 0.64691 25.5456 -2.1105 
C2H6 3.5521 129.096 2.1941 0 1.01 0.65422 25.4584 -2.1001 
C2H6 3.5513 129.21 2.1967 0 1.0041 0.65978 25.4017 -2.0932 
C2H6 3.5503 129.345 2.1998 0 0.9973 0.66696 25.3396 -2.0855 
C2H6 3.5491 129.496 2.2032 0 0.9899 0.67569 25.2748 -2.0773 
C2H6 3.5481 129.629 2.2062 0 0.98324 0.68433 25.2173 -2.0699 
C2H6 3.547 129.774 2.2095 0.012016 0.97603 0.6945 25.1568 -2.0621 
C2H6 3.5459 129.919 2.2128 0.024038 0.96882 0.7055 25.0969 -2.0543 
C2H6 3.5449 130.061 2.216 0.035785 0.96174 0.71707 25.0392 -2.0467 
C2H6 3.5438 130.202 2.2192 0.04751 0.95468 0.72934 24.9822 -2.0392 
C2H6 3.5427 130.345 2.2224 0.059391 0.94753 0.74247 24.9252 -2.0316 
C2H6 3.5417 130.481 2.2255 0.07069 0.94068 0.75571 24.8707 -2.0244 
C2H6 3.5406 130.621 2.2287 0.082281 0.93368 0.76986 24.8159 -2.017 
C2H6 3.5395 130.771 2.2321 0.094725 0.92626 0.78551 24.759 -2.0092 
C2H6 3.5385 130.898 2.2349 0.10532 0.91975 0.79979 24.7086 -2.0024 
C2H6 3.5375 131.036 2.2381 0.11677 0.91282 0.81549 24.6551 -1.9952 
C2H6 3.5364 131.176 2.2412 0.12838 0.90582 0.83188 24.6025 -1.9879 
C2H6 3.5354 131.308 2.2442 0.13928 0.89916 0.84794 24.5522 -1.981 
C2H6 3.5344 131.447 2.2474 0.15086 0.8922 0.86521 24.4998 -1.9738 
C2H6 3.5334 131.58 2.2504 0.16188 0.8855 0.88224 24.4495 -1.9668 
C2H6 3.5324 131.712 2.2534 0.17287 0.87882 0.89964 24.3994 -1.9599 
C2H6 3.5313 131.853 2.2566 0.18452 0.87183 0.91824 24.3481 -1.9528 
C2H6 3.5303 131.98 2.2595 0.1951 0.86536 0.93584 24.2999 -1.946 
C2H6 3.5294 132.106 2.2624 0.20558 0.85895 0.9536 24.2528 -1.9394 
C2H6 3.5284 132.241 2.2654 0.21674 0.85222 0.97257 24.2035 -1.9325 
C2H6 3.5273 132.383 2.2686 0.22852 0.8452 0.99272 24.1532 -1.9254 
C2H6 3.5265 132.498 2.2713 0.23808 0.83923 1.0101 24.1085 -1.9192 
C2H6 3.5254 132.638 2.2745 0.2497 0.83232 1.0306 24.0595 -1.9122 
C2H6 3.5245 132.765 2.2774 0.26026 0.82591 1.0498 24.0137 -1.9057 
C2H6 3.5237 132.865 2.2797 0.26851 0.82052 1.0662 23.9728 -1.9 
C2H6 3.5225 133.024 2.2833 0.28171 0.81291 1.0897 23.9203 -1.8923 
C2H6 3.5215 133.164 2.2865 0.29334 0.80605 1.1111 23.8726 -1.8854 
C2H6 3.5207 133.271 2.2889 0.30226 0.80043 1.1289 23.8313 -1.8796 
C2H6 3.5199 133.374 2.2913 0.31075 0.79499 1.1463 23.7911 -1.8739 
C2H6 3.5187 133.535 2.295 0.3241 0.78745 1.1707 23.7408 -1.8665 
C2H6 3.5182 133.607 2.2967 0.33014 0.78313 1.1848 23.7067 -1.8618 
C2H6 3.5175 133.698 2.2988 0.33769 0.77838 1.2004 23.6722 -1.8569 
C2H6 3.5155 133.979 2.3052 0.36099 0.76595 1.2419 23.595 -1.845 
C2H6 3.515 134.041 2.3066 0.36612 0.76178 1.2559 23.5596 -1.8402 
C2H6 3.5141 134.151 2.3092 0.37527 0.75618 1.275 23.5201 -1.8345 
C2H6 3.5131 134.292 2.3124 0.38693 0.74943 1.2981 23.4753 -1.8278 
C2H6 3.5124 134.388 2.3146 0.39491 0.74428 1.316 23.4376 -1.8224 
C2H6 3.5114 134.528 2.3179 0.40655 0.73755 1.3395 23.3926 -1.8157 
C2H6 3.5104 134.657 2.3208 0.41723 0.73125 1.3617 23.35 -1.8094 
C2H6 3.5096 134.767 2.3234 0.42641 0.7256 1.3818 23.3106 -1.8036 
C2H6 3.5088 134.874 2.3259 0.43523 0.72009 1.4015 23.2718 -1.7979 
C2H6 3.5078 135.013 2.3291 0.44682 0.71343 1.4255 23.2282 -1.7913 
C2H6 3.507 135.128 2.3318 0.45635 0.70765 1.4465 23.1887 -1.7854 
C2H6 3.5061 135.241 2.3344 0.46574 0.70196 1.4674 23.1494 -1.7796 
C2H6 3.5052 135.378 2.3376 0.47709 0.69545 1.4914 23.1074 -1.7731 
C2H6 3.5044 135.481 2.34 0.48564 0.69009 1.5113 23.0694 -1.7676 
C2H6 3.5035 135.606 2.3429 0.496 0.68403 1.534 23.0295 -1.7615 
C2H6 3.5026 135.725 2.3457 0.50587 0.67819 1.5561 22.9905 -1.7556 
C2H6 3.5019 135.818 2.3479 0.51363 0.67313 1.5753 22.9534 -1.7502 
C2H6 3.5009 135.968 2.3514 0.52604 0.66627 1.6016 22.9112 -1.7435 
C2H6 3.5 136.083 2.3541 0.53559 0.6606 1.6235 22.8733 -1.7378 
C2H6 3.4993 136.19 2.3566 0.54445 0.65517 1.6445 22.8359 -1.7322 
C2H6 3.4983 136.316 2.3595 0.55491 0.64914 1.6681 22.7972 -1.7261 
C2H6 3.4975 136.426 2.3621 0.56409 0.64364 1.6898 22.7598 -1.7205 
C2H6 3.4967 136.539 2.3648 0.57348 0.63804 1.712 22.7223 -1.7148 
C2H6 3.4959 136.659 2.3676 0.58338 0.6323 1.7349 22.6847 -1.709 
C2H6 3.495 136.781 2.3705 0.59357 0.62642 1.7586 22.6471 -1.7031 
C2H6 3.4942 136.89 2.3731 0.60259 0.62097 1.7807 22.6101 -1.6974 
C2H6 3.4934 137.005 2.3758 0.61215 0.61536 1.8036 22.5731 -1.6917 
C2H6 3.4925 137.123 2.3786 0.62192 0.60973 1.8267 22.5366 -1.686 
C2H6 3.4917 137.237 2.3813 0.63135 0.60416 1.8498 22.4993 -1.6803 
C2H6 3.4909 137.353 2.3841 0.64101 0.59858 1.873 22.4634 -1.6746 
C2H6 3.4901 137.469 2.3868 0.65067 0.593 1.8964 22.4271 -1.6689 
C2H6 3.4893 137.584 2.3896 0.66019 0.58748 1.9198 22.391 -1.6633 
C2H6 3.4885 137.693 2.3922 0.66925 0.58211 1.9426 22.3551 -1.6577 
C2H6 3.4873 137.857 2.3961 0.7118 0.57489 1.9733 22.331 -1.6506 
C2H6 3.4866 137.952 2.3984 0.73653 0.56967 1.9957 22.3024 -1.6448 
C2H6 3.486 138.041 2.4006 0.75974 0.5647 2.0171 22.2753 -1.6393 
C2H6 3.4857 138.067 2.4012 0.76662 0.56257 2.0264 22.2576 -1.6366 
C2H6 3.4856 138.079 2.4016 0.76972 0.55958 2.0398 22.2195 -1.632 
C2H6 3.4857 138.063 2.4012 0.76538 0.55943 2.0409 22.2083 -1.6312 
C2H6 3.4805 138.827 2.4197 0.96242 0.52876 2.175 22.1681 -1.6028 
C2H6 3.4864 137.935 2.3983 0.73257 0.56094 2.0371 22.1645 -1.6299 
C2H6 3.4879 137.691 2.3927 0.66973 0.56628 2.0208 22.1186 -1.6314 
C2H6 3.4787 139.074 2.4259 1.026 0.51528 2.2354 22.1074 -1.5873 
C2H6 3.478 139.161 2.4282 1.0484 0.50877 2.2648 22.0606 -1.5789 
C2H6 3.4736 139.819 2.4447 1.2179 0.48094 2.3946 22.0387 -1.5508 
C2H6 3.4768 139.327 2.4324 1.0911 0.50023 2.3037 22.0293 -1.5693 
C2H6 3.4746 139.655 2.4406 1.1756 0.48568 2.371 22.0083 -1.5541 
C2H6 3.4746 139.653 2.4406 1.175 0.48494 2.3742 21.9959 -1.5528 
C2H6 3.4743 139.674 2.4412 1.1805 0.4821 2.3873 21.9652 -1.5485 
C2H6 3.474 139.72 2.4424 1.1924 0.47926 2.4005 21.9506 -1.545 
C2H6 3.4732 139.827 2.4452 1.22 0.4729 2.4302 21.9197 -1.5371 
C2H6 3.4722 139.97 2.4489 1.2568 0.46539 2.4655 21.8948 -1.5283 
C2H6 3.4873 137.69 2.3932 0.67009 0.55067 2.117 21.8803 -1.605 
C2H6 3.4712 140.106 2.4525 1.2917 0.45787 2.5011 21.8651 -1.5191 
C2H6 3.4712 140.107 2.4526 1.292 0.45628 2.5087 21.8406 -1.5163 
C2H6 3.4711 140.107 2.4527 1.292 0.45472 2.5164 21.8161 -1.5135 
C2H6 3.4705 140.175 2.4545 1.3106 0.44905 2.5439 21.7729 -1.5055 
C2H6 3.471 140.108 2.4528 1.2923 0.45149 2.5328 21.7658 -1.5078 
C2H6 3.4657 140.879 2.4734 1.5024 0.41681 2.7004 21.7547 -1.4681 
C2H6 3.4708 140.109 2.453 1.2926 0.44838 2.5495 21.7165 -1.5022 
C2H6 3.4653 140.927 2.4748 1.5156 0.41169 2.7251 21.7062 -1.4601 
C2H6 3.4707 140.11 2.4531 1.2929 0.44496 2.5686 21.6624 -1.4961 
C2H6 3.4649 140.969 2.4761 1.5268 0.40566 2.7548 21.6369 -1.45 
C2H6 3.4687 140.39 2.4606 1.3691 0.42898 2.6455 21.5988 -1.4757 
C2H6 3.4644 141.001 2.4772 1.5358 0.39978 2.7851 21.563 -1.4399 
C2H6 3.4581 141.927 2.5038 1.7879 0.35629 3.0224 21.5339 -1.3813 
C2H6 3.4612 141.471 2.4907 1.6729 0.37588 2.9072 21.5311 -1.4077 
C2H6 3.4837 138.112 2.4041 0.77964 0.5118 2.3409 21.5049 -1.5517 
C2H6 3.4746 139.472 2.4373 1.1289 0.46054 2.525 21.4966 -1.5043 
C2H6 3.4609 141.487 2.4913 1.6775 0.37204 2.927 21.4767 -1.4005 
C2H6 3.4605 141.551 2.4932 1.6961 0.36831 2.9468 21.4636 -1.3949 
C2H6 3.4606 141.53 2.4924 1.6799 0.36999 2.9391 21.4587 -1.3976 
C2H6 3.4863 137.687 2.3943 0.67063 0.51984 2.3549 21.4028 -1.5522 
C2H6 3.4576 141.955 2.505 1.7955 0.34694 3.0679 21.3845 -1.3625 
C2H6 3.4576 141.955 2.5045 1.7667 0.34904 3.0593 21.3712 -1.3669 
C2H6 3.4585 141.762 2.5017 1.8608 0.34295 3.0726 21.3669 -1.3485 
C2H6 3.4581 141.798 2.5033 1.8891 0.33732 3.1019 21.3253 -1.3372 
C2H6 3.4568 141.953 2.5101 2.0096 0.32155 3.1917 21.3065 -1.3061 
C2H6 3.4577 141.827 2.5047 1.9128 0.33151 3.133 21.2678 -1.3251 
C2H6 3.4566 141.953 2.5103 2.0126 0.31871 3.2058 21.2539 -1.2993 
C2H6 3.4566 141.953 2.5106 2.0189 0.31672 3.2162 21.2253 -1.2945 
C2H6 3.4573 141.863 2.5065 1.9428 0.32558 3.1652 21.2206 -1.3126 
C2H6 3.4564 141.952 2.5113 2.041 0.31248 3.239 21.1817 -1.2842 
C2H6 3.4564 141.946 2.511 2.0342 0.31297 3.2358 21.1756 -1.2852 
C2H6 3.4563 141.948 2.5115 2.0485 0.31008 3.2519 21.1437 -1.278 
C2H6 3.4562 141.949 2.512 2.0602 0.30721 3.2682 21.106 -1.2708 
C2H6 3.456 141.951 2.5125 2.0748 0.30434 3.2848 21.0734 -1.2634 
C2H6 3.4562 142.059 2.5085 1.7935 0.32807 3.1861 21.0434 -1.3232 
C2H6 3.4558 141.952 2.5131 2.0854 0.30032 3.3093 21.004 -1.2527 
C2H6 3.4553 141.952 2.5164 2.1859 0.28775 3.3887 20.9229 -1.2173 
C2H6 3.4552 141.952 2.5167 2.1916 0.28565 3.4031 20.8799 -1.2107 
C2H6 3.4551 141.952 2.5171 2.2014 0.28379 3.4164 20.8515 -1.2048 
C2H6 3.4549 141.952 2.5181 2.2248 0.28002 3.4444 20.7998 -1.1924 
C2H6 3.4511 142.675 2.531 2.0626 0.28508 3.4677 20.7906 -1.2267 
C2H6 3.4513 142.634 2.5293 2.0367 0.28664 3.4572 20.762 -1.2303 
C2H6 3.4545 141.966 2.5188 2.2251 0.27589 3.4798 20.6759 -1.1777 
C2H6 3.4541 141.992 2.5197 2.2257 0.27347 3.5047 20.6042 -1.1689 
C2H6 3.4533 142.095 2.5226 2.2282 0.27006 3.5469 20.5185 -1.1572 
C2H6 3.4486 142.995 2.539 2.034 0.27509 3.5911 20.5071 -1.1982 
C2H6 3.4842 137.673 2.3964 0.67377 0.46046 2.954 20.4629 -1.4477 
C2H6 3.4485 142.992 2.5391 2.0334 0.27368 3.6093 20.4528 -1.1921 
C2H6 3.4521 142.239 2.5268 2.2317 0.26541 3.6144 20.3769 -1.1381 
C2H6 3.4482 142.973 2.539 2.0296 0.27032 3.6596 20.3066 -1.1763 
C2H6 3.4483 142.945 2.5383 2.0239 0.26924 3.6811 20.2384 -1.1701 
C2H6 3.4507 142.407 2.5317 2.2358 0.26124 3.6953 20.2129 -1.116 
C2H6 3.448 142.96 2.539 2.027 0.26756 3.7099 20.1749 -1.1618 
C2H6 3.4502 142.449 2.533 2.2368 0.25976 3.7328 20.1245 -1.1049 
C2H6 3.448 142.94 2.5385 2.023 0.2667 3.7302 20.1183 -1.1564 
C2H6 3.4496 142.543 2.5356 2.2391 0.259 3.7578 20.0935 -1.0996 
C2H6 3.4478 142.933 2.5386 2.0217 0.26494 3.7712 20.0226 -1.1457 
C2H6 3.4494 142.535 2.5356 2.2368 0.25809 3.7928 19.9947 -1.0887 
C2H6 3.4493 142.527 2.5356 2.2349 0.25749 3.8244 19.9109 -1.0795 
C2H6 3.4476 142.927 2.5388 2.0205 0.2631 3.8217 19.9104 -1.133 
C2H6 3.4475 142.917 2.5387 2.0184 0.26213 3.8545 19.8385 -1.1252 
C2H6 3.4491 142.525 2.5358 2.2344 0.25702 3.8578 19.83 -1.0701 
C2H6 3.4489 142.523 2.5359 2.2338 0.25673 3.8908 19.7521 -1.0612 
C2H6 3.4513 141.993 2.5198 2.0991 0.25665 4.1165 19.2306 -1.0422 
C2H6 3.4519 142.005 2.5136 1.8351 0.26161 4.1884 19.1414 -1.0957 
C2H6 3.4533 141.545 2.5069 1.9854 0.25635 4.4093 18.7914 -1.0239 
C2H6 3.4805 137.6 2.3993 0.69012 0.35435 4.3806 18.6689 -1.2448 
C2H6 3.4516 141.871 2.5112 1.8082 0.25776 4.5316 18.6534 -1.0456 
C2H6 3.453 141.608 2.5042 1.7554 0.25766 4.6476 18.4985 -1.0413 
C2H6 3.4614 139.87 2.4607 1.4064 0.25453 5.7523 17.2267 -0.97235 
C2H6 3.4776 137.396 2.3993 0.73616 0.27487 5.9813 16.9418 -1.0432 
C2H6 3.4713 137.985 2.4165 1.0808 0.25021 6.8321 16.1594 -0.90933 
C2H6 3.4737 137.547 2.4064 0.96932 0.24911 7.0837 15.9069 -0.8961 
C2H6 3.4747 137.357 2.4021 0.92102 0.24867 7.1774 15.8147 -0.89199 
C2H6 3.4758 137.147 2.3973 0.86776 0.24803 7.3163 15.6791 -0.88298 
C2H6 3.4763 137.064 2.3955 0.84656 0.24776 7.3775 15.6197 -0.87864 
C2H6 3.4764 136.99 2.3941 0.82768 0.24739 7.5225 15.4777 -0.86384 
C2H4 3.7759 76.9421 1.2188 4.0219 0.75447 0.77113 30.2741 -1.1687 
C2H4 3.7757 76.942 1.219 4.023 0.75091 0.77158 30.2738 -1.1671 
C2H4 3.7755 76.9418 1.2191 4.024 0.74777 0.77213 30.2717 -1.1654 
C2H4 3.7754 76.9418 1.2194 4.0258 0.74431 0.77292 30.247 -1.1619 
C2H4 3.7762 76.9419 1.219 4.0224 0.75853 0.77079 30.2196 -1.1659 
C2H4 3.7753 76.9418 1.2197 4.0275 0.74099 0.77388 30.2184 -1.1582 
C2H4 3.7751 76.9418 1.2199 4.0293 0.73773 0.77499 30.1884 -1.1544 
C2H4 3.775 76.9418 1.2202 4.0311 0.73443 0.77631 30.156 -1.1503 
C2H4 3.7765 76.9415 1.2191 4.0233 0.76325 0.77051 30.1558 -1.1622 
C2H4 3.7749 76.9418 1.2205 4.033 0.73114 0.77781 30.1212 -1.1462 
C2H4 3.7748 76.9418 1.2208 4.0349 0.72781 0.77952 30.0861 -1.1419 
C2H4 3.7768 76.9418 1.2194 4.0246 0.76939 0.77025 30.0745 -1.1571 
C2H4 3.7747 76.9418 1.2212 4.0369 0.72443 0.78144 30.0482 -1.1375 
C2H4 3.7745 76.9419 1.2214 4.0387 0.72115 0.7835 30.0148 -1.1334 
C2H4 3.7772 76.9422 1.2197 4.0261 0.77884 0.76994 29.9781 -1.1511 
C2H4 3.7744 76.9419 1.2218 4.0409 0.71753 0.78598 29.9716 -1.1284 
C2H4 3.7743 76.9419 1.2221 4.043 0.71404 0.78858 29.9323 -1.1238 
C2H4 3.7742 76.9419 1.2225 4.0451 0.71048 0.79143 29.8924 -1.1191 
C2H4 3.7741 76.942 1.2228 4.047 0.70705 0.79439 29.8555 -1.1147 
C2H4 3.774 76.942 1.2231 4.0492 0.70352 0.79763 29.8132 -1.1099 
C2H4 3.7738 76.9421 1.2235 4.0511 0.70015 0.80091 29.775 -1.1054 
C2H4 3.7778 76.9433 1.2206 4.0305 0.79876 0.76942 29.7717 -1.1367 
C2H4 3.7737 76.9421 1.2238 4.0531 0.69679 0.80437 29.7364 -1.1009 
C2H4 3.7736 76.9421 1.2241 4.0549 0.69349 0.80794 29.7006 -1.0966 
C2H4 3.7735 76.9422 1.2245 4.0572 0.68977 0.81216 29.6556 -1.0914 
C2H4 3.7734 76.9422 1.2248 4.0593 0.68626 0.81633 29.616 -1.0868 
C2H4 3.7784 76.9442 1.2214 4.0341 0.8236 0.76893 29.589 -1.1243 
C2H4 3.7733 76.9423 1.2252 4.0614 0.68265 0.82083 29.5745 -1.082 
C2H4 3.7731 76.9423 1.2255 4.0635 0.67898 0.82561 29.5326 -1.0771 
C2H4 3.773 76.9424 1.2258 4.0655 0.67567 0.83008 29.4942 -1.0726 
C2H4 3.7729 76.9424 1.2262 4.0675 0.67227 0.83484 29.455 -1.068 
C2H4 3.7728 76.9425 1.2265 4.0695 0.66883 0.83984 29.4151 -1.0634 
C2H4 3.7727 76.9425 1.2268 4.0713 0.6656 0.84468 29.3794 -1.0592 
C2H4 3.7791 76.9447 1.2222 4.0383 0.86028 0.76834 29.3698 -1.1095 
C2H4 3.7726 76.9425 1.2272 4.0736 0.66177 0.8506 29.3338 -1.0539 
C2H4 3.7725 76.9426 1.2275 4.0756 0.65828 0.85617 29.2937 -1.0492 
C2H4 3.7723 76.9426 1.2279 4.0777 0.65469 0.86207 29.2527 -1.0444 
C2H4 3.7722 76.9427 1.2282 4.0798 0.65102 0.86828 29.2109 -1.0395 
C2H4 3.7721 76.9427 1.2285 4.0813 0.64849 0.87265 29.1816 -1.0361 
C2H4 3.7721 76.9427 1.2287 4.0827 0.64605 0.87697 29.1533 -1.0328 
