# Data to 'Parameterization of two-center Lennard-Jones plus pointquadrupole force field models by multicriteria optimization'
# Three-criteria scenario
Substance sigma epsilon L Q density pressure surface_tension Tc 
N2 3.3209 34.8926 1.0415 1.3933 0.24048 1.1443 16.7724 -0.42421 
N2 3.3266 34.5898 1.0294 1.4404 0.20961 1.2312 16.747 -0.38998 
N2 3.3208 34.8932 1.0418 1.3955 0.23692 1.1558 16.7408 -0.41941 
N2 3.3206 34.8941 1.0422 1.3989 0.23251 1.1702 16.7054 -0.41354 
N2 3.3262 34.6018 1.0303 1.4427 0.20529 1.247 16.7014 -0.38357 
N2 3.3205 34.8948 1.0426 1.4015 0.22864 1.183 16.6724 -0.40832 
N2 3.3204 34.8955 1.0429 1.4042 0.22472 1.196 16.6388 -0.40299 
N2 3.3257 34.6163 1.0316 1.4455 0.19914 1.2698 16.6321 -0.37419 
N2 3.3202 34.8963 1.0433 1.4072 0.22053 1.2101 16.6033 -0.39728 
N2 3.3201 34.8965 1.0438 1.4116 0.21428 1.2313 16.5499 -0.38865 
N2 3.32 34.8966 1.0441 1.4139 0.21114 1.2422 16.5223 -0.38424 
N2 3.323 34.7366 1.0378 1.4392 0.19523 1.29 16.5092 -0.3656 
N2 3.3199 34.8967 1.0444 1.416 0.20818 1.2525 16.4966 -0.38008 
N2 3.3198 34.8968 1.0446 1.4184 0.20491 1.2639 16.4681 -0.37545 
N2 3.3225 34.7534 1.0389 1.4396 0.1918 1.3036 16.4593 -0.35988 
N2 3.3197 34.8969 1.0449 1.4206 0.20179 1.275 16.441 -0.37102 
N2 3.3196 34.897 1.0452 1.4228 0.19875 1.2859 16.4136 -0.36662 
N2 3.3195 34.8971 1.0454 1.4244 0.19583 1.2966 16.3831 -0.36221 
N2 3.3193 34.8973 1.0461 1.4302 0.18886 1.3224 16.3247 -0.35207 
N2 3.322 34.7539 1.0402 1.4505 0.17692 1.3611 16.3166 -0.33688 
N2 3.3192 34.8974 1.0464 1.4323 0.18592 1.3335 16.2965 -0.34759 
N2 3.3191 34.8975 1.0467 1.4346 0.1827 1.3459 16.2657 -0.34265 
N2 3.319 34.8976 1.047 1.437 0.17948 1.3585 16.2346 -0.33762 
N2 3.3195 34.8688 1.0456 1.4394 0.17807 1.3626 16.2341 -0.33575 
N2 3.3189 34.8977 1.0473 1.4393 0.17645 1.3706 16.2052 -0.33283 
N2 3.3188 34.8978 1.0476 1.4418 0.1733 1.3833 16.1741 -0.32775 
N2 3.3186 34.8979 1.0479 1.4443 0.1702 1.3962 16.1433 -0.32268 
N2 3.3193 34.8608 1.0463 1.4487 0.16606 1.4122 16.1133 -0.31599 
N2 3.3185 34.8983 1.0484 1.4481 0.16522 1.4175 16.0909 -0.31426 
N2 3.3183 34.8986 1.0489 1.4519 0.16032 1.4394 16.0364 -0.30559 
N2 3.3181 34.8989 1.0494 1.456 0.1556 1.4615 15.9834 -0.29689 
N2 3.318 34.8991 1.0497 1.458 0.15331 1.4727 15.9559 -0.29248 
N2 3.3179 34.8992 1.0499 1.4593 0.15091 1.4848 15.9207 -0.28755 
N2 3.3177 34.8997 1.0506 1.4644 0.14634 1.5091 15.8689 -0.27824 
N2 3.3176 34.8998 1.0509 1.4664 0.14411 1.5216 15.8368 -0.27326 
N2 3.3175 34.9 1.0511 1.4682 0.1421 1.5335 15.8068 -0.26858 
N2 3.3174 34.9002 1.0514 1.4705 0.14013 1.5458 15.7783 -0.2638 
N2 3.3173 34.9004 1.0517 1.4725 0.13812 1.559 15.7453 -0.25864 
N2 3.3171 34.9006 1.052 1.4746 0.13622 1.5723 15.7126 -0.25344 
N2 3.317 34.9007 1.0523 1.4766 0.13449 1.5854 15.681 -0.24838 
N2 3.3169 34.9007 1.0524 1.4763 0.13206 1.6064 15.6073 -0.24005 
N2 3.3167 34.9006 1.0525 1.4758 0.1301 1.6272 15.5409 -0.23263 
N2 3.3165 34.9012 1.0536 1.4849 0.12744 1.6558 15.4949 -0.22105 
N2 3.3165 34.9005 1.0526 1.4745 0.12697 1.6711 15.4171 -0.21904 
N2 3.3163 34.9004 1.0527 1.474 0.12525 1.7035 15.3362 -0.20994 
N2 3.3162 34.9003 1.0527 1.473 0.12428 1.7275 15.2802 -0.20406 
N2 3.316 34.9 1.0526 1.4699 0.12287 1.7751 15.1803 -0.1944 
N2 3.3153 34.8967 1.0503 1.4394 0.11805 2.16 14.6568 -0.15298 
N2 3.3436 34.8784 1.0354 1.2404 2 0.49383 14.6349 -0.44092 
F2 3.0079 40.0529 0.95103 1.2428 0.39727 0.46958 18.065 -0.93128 
F2 3.0079 40.0508 0.95114 1.2442 0.39493 0.47074 18.044 -0.92782 
F2 3.0079 40.0487 0.95125 1.2457 0.39253 0.47212 18.0221 -0.92424 
F2 3.0054 40.2124 0.95666 1.231 0.40307 0.46724 18.0178 -0.93645 
F2 3.0081 40.0311 0.95076 1.2478 0.39038 0.47346 18.0122 -0.92133 
F2 3.0085 39.9999 0.94989 1.2516 0.3865 0.4762 17.9944 -0.9161 
F2 3.0086 39.982 0.94981 1.2566 0.37938 0.48262 17.935 -0.90546 
F2 3.009 39.9523 0.94897 1.26 0.37593 0.48613 17.9194 -0.90072 
F2 3.009 39.9503 0.94906 1.2613 0.3739 0.4885 17.9004 -0.8976 
F2 3.009 39.9471 0.94922 1.2632 0.37076 0.49244 17.8702 -0.89267 
F2 3.0089 39.9465 0.94942 1.2648 0.36809 0.49607 17.8434 -0.88845 
F2 3.0088 39.9458 0.94963 1.2663 0.36545 0.4999 17.8168 -0.88425 
F2 3.0092 39.9203 0.94885 1.2689 0.36317 0.50305 17.8095 -0.88114 
F2 3.0093 39.9132 0.94883 1.2709 0.36044 0.50735 17.7854 -0.87684 
F2 3.0091 39.9187 0.9492 1.2716 0.35848 0.51076 17.7616 -0.87358 
F2 3.0093 39.9052 0.94881 1.2731 0.3572 0.51278 17.7568 -0.87178 
F2 2.9992 40.5743 0.97091 1.2148 0.39785 0.47112 17.7457 -0.92143 
F2 3.0093 39.9005 0.94876 1.2741 0.35571 0.51536 17.7443 -0.86946 
F2 3.0093 39.9006 0.94896 1.2754 0.35336 0.51972 17.7195 -0.86564 
F2 2.9937 40.9304 0.98298 1.1842 0.41676 0.46266 17.7087 -0.94257 
F2 3.0097 39.8681 0.94805 1.2791 0.34985 0.52598 17.7029 -0.8605 
F2 3.0097 39.867 0.9482 1.2804 0.34761 0.53054 17.6796 -0.85681 
F2 2.9924 41.0114 0.98596 1.1789 0.41819 0.46227 17.675 -0.94325 
F2 2.9914 41.0761 0.98817 1.1734 0.42148 0.46129 17.6668 -0.94682 
F2 2.993 40.9657 0.98458 1.1843 0.4136 0.46401 17.6605 -0.93743 
F2 3.0189 39.2574 0.92849 1.332 0.31091 0.61738 17.6518 -0.80436 
F2 3.0096 39.8647 0.94848 1.2828 0.34367 0.53894 17.6387 -0.85022 
F2 3.0088 39.9151 0.95021 1.279 0.34584 0.53522 17.63 -0.8528 
F2 3.0096 39.8585 0.94853 1.2849 0.3406 0.54574 17.6091 -0.84515 
F2 3.0096 39.8559 0.94859 1.286 0.33887 0.54974 17.5918 -0.84225 
F2 2.9953 40.7983 0.97976 1.2052 0.39429 0.47646 17.579 -0.9119 
F2 3.0105 39.7884 0.94656 1.2927 0.33305 0.56261 17.5702 -0.83363 
F2 3.0095 39.8554 0.9488 1.2874 0.33643 0.5556 17.5653 -0.8381 
F2 2.9932 40.9315 0.9844 1.1948 0.39973 0.4731 17.553 -0.91767 
F2 2.9953 40.7909 0.97986 1.2085 0.38963 0.48126 17.539 -0.905 
F2 3.0098 39.8276 0.94815 1.2913 0.33205 0.56603 17.534 -0.83107 
F2 3.0119 39.6861 0.94374 1.3043 0.3219 0.59086 17.5078 -0.81593 
F2 3.0114 39.7225 0.94496 1.3015 0.32362 0.58668 17.5049 -0.8183 
F2 2.9835 41.5765 1.0063 1.1375 0.43429 0.45804 17.5027 -0.95727 
F2 3.0188 39.2352 0.92911 1.3411 0.29757 0.66483 17.4933 -0.77801 
F2 2.9956 40.7618 0.97938 1.2146 0.38206 0.49013 17.4834 -0.89402 
F2 2.9909 41.0745 0.98976 1.1866 0.40094 0.47395 17.4826 -0.91701 
F2 3.0018 40.3477 0.96578 1.2511 0.35639 0.52322 17.4736 -0.86143 
F2 2.9892 41.1866 0.99358 1.177 0.40655 0.47048 17.4713 -0.92345 
F2 2.984 41.5346 1.0052 1.1446 0.42725 0.46042 17.4657 -0.94801 
F2 3.0192 39.2024 0.92834 1.3453 0.29343 0.68092 17.4582 -0.7699 
F2 3.0107 39.7585 0.94655 1.301 0.32141 0.59391 17.4564 -0.81355 
F2 3.0128 39.6181 0.94204 1.313 0.31299 0.61682 17.4451 -0.80082 
F2 3.0199 39.1543 0.92696 1.3501 0.28987 0.69538 17.4404 -0.76305 
F2 2.9962 40.7129 0.97821 1.2221 0.37389 0.50107 17.4325 -0.88231 
F2 3.0104 39.773 0.94723 1.3011 0.32013 0.59805 17.4323 -0.81093 
F2 3.0204 39.1188 0.92597 1.3537 0.28667 0.7091 17.4151 -0.75651 
F2 3.0119 39.67 0.9441 1.3108 0.31227 0.6203 17.4036 -0.79841 
F2 3.0154 39.4388 0.93657 1.3295 0.30025 0.65772 17.399 -0.77949 
F2 2.9766 42.0276 1.0223 1.1017 0.44886 0.45485 17.397 -0.97221 
F2 3.0191 39.1937 0.92862 1.349 0.28829 0.70261 17.3912 -0.75878 
F2 2.9914 41.019 0.98873 1.1979 0.3877 0.48801 17.3899 -0.89811 
F2 3.0205 39.1023 0.92567 1.3563 0.2842 0.7203 17.3897 -0.7511 
F2 2.996 40.7104 0.97859 1.2256 0.36843 0.51015 17.38 -0.8738 
F2 3.0124 39.628 0.94304 1.316 0.30717 0.63653 17.3678 -0.78947 
F2 2.9751 42.1279 1.0259 1.0938 0.45216 0.45418 17.3671 -0.97501 
F2 3.0206 39.0923 0.9255 1.3578 0.2823 0.7292 17.3655 -0.74677 
F2 3.0213 39.0482 0.92416 1.3617 0.27966 0.7419 17.3513 -0.74113 
F2 2.9718 42.3405 1.0334 1.0753 0.45992 0.45274 17.3346 -0.98417 
F2 3.0228 38.9464 0.92104 1.3706 0.27446 0.76898 17.3317 -0.72963 
F2 2.9959 40.7081 0.97896 1.229 0.36304 0.51999 17.328 -0.86537 
F2 3.0133 39.5554 0.94123 1.3251 0.29825 0.66757 17.2992 -0.77311 
F2 3.0224 38.9607 0.9219 1.3714 0.27217 0.78191 17.2819 -0.72318 
F2 3.0219 38.9815 0.92314 1.3727 0.26928 0.79899 17.218 -0.71479 
F2 2.9927 40.9022 0.98645 1.2199 0.36214 0.52789 17.2084 -0.86059 
F2 2.9601 43.12 1.0611 1.0074 0.48461 0.44857 17.1641 -1.011 
F2 2.9579 43.2674 1.0662 0.99165 0.49125 0.44758 17.1504 -1.0191 
F2 3.0215 38.9937 0.92423 1.3755 0.26563 0.82217 17.1446 -0.70386 
F2 2.9683 42.5382 1.0419 1.075 0.4464 0.46031 17.1272 -0.96323 
F2 3.0214 38.996 0.92446 1.376 0.26441 0.83028 17.1156 -0.7 
F2 3.0211 39.0076 0.92515 1.3766 0.2628 0.84143 17.074 -0.6947 
F2 2.9494 43.8521 1.0868 0.92919 0.51279 0.44465 17.0632 -1.0458 
F2 2.9572 43.2906 1.068 1.0025 0.47851 0.45195 17.0496 -1.0022 
F2 2.9444 44.1959 1.0985 0.88358 0.52798 0.44287 17.0488 -1.0673 
F2 2.9491 43.8629 1.0874 0.93293 0.50877 0.44547 17.0365 -1.041 
F2 3.0205 39.033 0.92662 1.3779 0.26004 0.86161 17.0008 -0.68515 
F2 2.9399 44.5152 1.1097 0.8396 0.5404 0.44149 16.9913 -1.083 
F2 2.9407 44.456 1.1077 0.84904 0.53792 0.44175 16.9888 -1.0787 
F2 2.9365 44.7556 1.1181 0.80129 0.55043 0.44048 16.9458 -1.0958 
F2 3.0201 39.0422 0.92754 1.3805 0.25733 0.88336 16.9365 -0.67532 
F2 3.02 39.0454 0.9279 1.3814 0.25589 0.8957 16.8955 -0.66971 
F2 2.9594 43.0981 1.0634 1.0457 0.44376 0.47913 16.8574 -0.95532 
F2 3.0177 39.184 0.93297 1.374 0.2565 0.88878 16.8334 -0.67095 
F2 3.0156 39.2909 0.9377 1.3724 0.25303 0.91892 16.6872 -0.65646 
F2 3.0151 39.3131 0.93879 1.3724 0.25167 0.93209 16.6349 -0.65048 
F2 3.0136 39.3839 0.94216 1.3726 0.2488 0.96226 16.514 -0.63677 
F2 3.0128 39.4313 0.94406 1.3712 0.24852 0.96474 16.4858 -0.63534 
F2 2.9196 45.9632 1.1593 0.21636 0.60204 0.43649 16.3581 -1.1736 
F2 2.9194 45.9794 1.16 0.2085 0.60173 0.4365 16.3296 -1.172 
F2 3.008 39.699 0.95494 1.3629 0.24538 1.0006 16.2532 -0.61853 
F2 3.0067 39.7687 0.9578 1.3607 0.24421 1.0159 16.1733 -0.61184 
F2 3.0098 39.5683 0.95077 1.3719 0.24264 1.0504 16.1708 -0.59878 
F2 2.9195 45.9986 1.161 0.0042551 0.60595 0.43635 16.1504 -1.1656 
F2 2.9159 46.1976 1.1688 0.0036098 0.58967 0.44429 16.1266 -1.1599 
F2 2.9196 46.0161 1.162 0.0069862 0.61199 0.43627 16.061 -1.1594 
F2 3.0028 39.9889 0.96674 1.3539 0.24163 1.0534 15.9677 -0.59611 
F2 2.9114 46.4829 1.1804 0.0026846 0.57402 0.47351 15.9342 -1.1418 
F2 2.9198 46.0359 1.1631 0.010079 0.626 0.43617 15.933 -1.1507 
F2 3.0016 40.0546 0.96933 1.3511 0.24066 1.0702 15.8867 -0.58981 
F2 2.9092 46.6079 1.1856 0.022298 0.56052 0.51919 15.7585 -1.1235 
F2 2.9994 40.1524 0.97366 1.3477 0.23706 1.174 15.5797 -0.55739 
F2 2.9937 40.5094 0.98686 1.3316 0.2371 1.1426 15.5066 -0.56722 
F2 2.9035 46.9713 1.2004 0.090148 0.53775 0.61634 15.4876 -1.0956 
F2 2.992 40.6039 0.99055 1.3272 0.23583 1.181 15.3811 -0.55713 
F2 2.9909 40.6619 0.99279 1.3246 0.23522 1.202 15.3138 -0.55206 
F2 2.9895 40.7359 0.99577 1.3212 0.23392 1.2616 15.1662 -0.53822 
F2 2.9864 40.9207 1.0016 1.3038 0.2324 1.3512 14.9918 -0.53496 
F2 2.8823 48.372 1.2566 0.36671 0.46606 0.98349 14.9592 -1.0176 
F2 2.9857 40.9561 1.0029 1.3004 0.23153 1.412 14.8956 -0.52679 
F2 2.8901 47.8262 1.235 0.22338 0.47992 0.9508 14.8541 -1.0232 
F2 2.9837 41.0752 1.0068 1.2892 0.23016 1.5224 14.7361 -0.51881 
F2 2.8967 47.3477 1.2164 0.13845 0.48108 1.0549 14.7002 -1.0107 
F2 2.9825 41.1423 1.0089 1.2828 0.22946 1.5833 14.6546 -0.51524 
F2 2.8599 49.824 1.3192 0.74807 0.34846 1.565 14.6261 -0.87006 
F2 2.9815 41.2046 1.011 1.2769 0.22873 1.6511 14.5675 -0.51053 
F2 2.8452 50.8382 1.3586 0.75795 0.30673 1.8804 14.2007 -0.80998 
F2 2.8456 50.7937 1.357 0.75751 0.3034 1.8956 14.1133 -0.80062 
F2 2.8431 50.9004 1.3651 0.84612 0.27432 2.0978 13.8739 -0.7288 
F2 2.8381 51.2192 1.3784 0.86511 0.26234 2.2594 13.6158 -0.68465 
F2 2.8251 52.1469 1.4149 0.8919 0.26099 2.5477 13.4098 -0.63092 
F2 2.9187 46.8526 1.2049 0.13765 1.765 0.43461 12.7289 -0.92355 
Cl2 3.3933 166.984 1.9541 2.3287 0.96328 0.77464 11.8155 -1.6182 
Cl2 3.391 167.63 1.9591 2.0937 0.99686 0.66483 11.7905 -1.6759 
Cl2 3.391 167.661 1.959 2.0623 1.0021 0.64908 11.7888 -1.6839 
Cl2 3.3909 167.624 1.9593 2.1101 0.99247 0.67797 11.7862 -1.6701 
Cl2 3.393 166.908 1.9551 2.412 0.94074 0.84596 11.7854 -1.5852 
Cl2 3.3907 167.592 1.9606 2.2027 0.97441 0.73273 11.7807 -1.6429 
Cl2 3.391 167.749 1.9589 1.9735 1.0162 0.60727 11.7791 -1.7052 
Cl2 3.3909 167.746 1.9589 1.9766 1.0139 0.61384 11.7759 -1.7029 
Cl2 3.3906 167.588 1.9608 2.215 0.97068 0.74414 11.7757 -1.6379 
Cl2 3.3905 167.582 1.9611 2.233 0.96662 0.75671 11.7726 -1.6319 
Cl2 3.3909 167.787 1.9589 1.9354 1.0206 0.59437 11.7707 -1.7125 
Cl2 3.393 166.861 1.9557 2.4618 0.9275 0.88853 11.7689 -1.5654 
Cl2 3.3903 167.577 1.9618 2.2653 0.95812 0.78309 11.7631 -1.6198 
Cl2 3.3901 167.571 1.9628 2.3125 0.946 0.82113 11.7501 -1.6023 
Cl2 3.3907 167.383 1.9614 2.3728 0.93568 0.85613 11.7494 -1.5848 
Cl2 3.3928 166.821 1.9564 2.5042 0.91463 0.93029 11.749 -1.5466 
Cl2 3.3909 167.269 1.9609 2.4185 0.925 0.89166 11.7379 -1.5681 
Cl2 3.3906 167.925 1.9592 1.7959 1.0359 0.5505 11.7318 -1.7371 
Cl2 3.3912 167.162 1.9604 2.4612 0.91589 0.92219 11.7315 -1.5534 
Cl2 3.3939 166.487 1.9539 2.5909 0.89594 0.9948 11.7313 -1.5153 
Cl2 3.3913 167.108 1.9602 2.4825 0.91022 0.94119 11.7235 -1.5447 
Cl2 3.3915 167.062 1.9601 2.5007 0.90667 0.9532 11.7225 -1.5388 
Cl2 3.3912 167.058 1.961 2.5315 0.89626 0.98714 11.7054 -1.5239 
Cl2 3.3951 166.11 1.9515 2.687 0.8715 1.0792 11.6981 -1.4755 
Cl2 3.3911 167.057 1.9614 2.5448 0.89127 1.0035 11.6963 -1.5169 
Cl2 3.3937 166.418 1.9552 2.6572 0.87244 1.0727 11.6894 -1.4811 
Cl2 3.3914 166.954 1.9608 2.5756 0.88384 1.029 11.6877 -1.5049 
Cl2 3.3956 165.971 1.9506 2.7227 0.86211 1.1118 11.6856 -1.4603 
Cl2 3.3921 166.768 1.9592 2.6149 0.87589 1.0573 11.6814 -1.491 
Cl2 3.3901 168.093 1.9601 1.6269 1.0491 0.51357 11.6637 -1.7593 
Cl2 3.3915 166.831 1.9611 2.6413 0.86295 1.0995 11.6543 -1.4736 
Cl2 3.3957 165.823 1.9509 2.7882 0.83839 1.1925 11.6429 -1.4249 
Cl2 3.396 165.748 1.9503 2.8021 0.83541 1.2033 11.641 -1.4197 
Cl2 3.3933 166.365 1.957 2.7263 0.84561 1.1625 11.6404 -1.4426 
Cl2 3.3917 166.714 1.9608 2.6824 0.85058 1.142 11.6359 -1.4545 
Cl2 3.3935 166.291 1.9566 2.7469 0.83904 1.1853 11.6289 -1.4323 
Cl2 3.3934 166.23 1.957 2.7789 0.82621 1.2291 11.6038 -1.4135 
Cl2 3.3923 166.446 1.9599 2.7677 0.82359 1.2356 11.594 -1.4128 
Cl2 3.3898 168.23 1.9612 1.4888 1.059 0.48681 11.593 -1.7736 
Cl2 3.3934 166.161 1.9574 2.8147 0.81272 1.2754 11.5817 -1.3936 
Cl2 3.3922 166.434 1.9604 2.7845 0.81616 1.2608 11.5795 -1.4022 
Cl2 3.3946 165.866 1.9544 2.8524 0.80592 1.3016 11.577 -1.38 
Cl2 3.3921 166.425 1.9608 2.7972 0.81071 1.2793 11.5694 -1.3944 
Cl2 3.3905 168.138 1.959 1.3743 1.0691 0.46408 11.5568 -1.7878 
Cl2 3.3931 166.144 1.9586 2.8468 0.79766 1.3267 11.5525 -1.3723 
Cl2 3.3919 166.411 1.9615 2.8177 0.80142 1.311 11.5521 -1.3812 
Cl2 3.393 166.143 1.9588 2.8515 0.79465 1.337 11.5447 -1.3681 
Cl2 3.3908 168.116 1.9586 1.347 1.0732 0.4556 11.5414 -1.7913 
Cl2 3.3924 166.236 1.9604 2.8549 0.78874 1.3561 11.5289 -1.3611 
Cl2 3.3928 166.137 1.9598 2.876 0.78334 1.3756 11.5255 -1.3521 
Cl2 3.3985 164.794 1.9457 3.0239 0.7564 1.4816 11.5073 -1.2969 
Cl2 3.3924 166.169 1.9611 2.8939 0.77286 1.4111 11.5049 -1.3379 
Cl2 3.3934 165.925 1.9584 2.9185 0.76865 1.4282 11.5 -1.3288 
Cl2 3.3937 165.849 1.9579 2.9336 0.76466 1.4426 11.4978 -1.3222 
Cl2 3.3984 164.745 1.9466 3.0573 0.73957 1.5402 11.4786 -1.2729 
Cl2 3.3933 165.854 1.9591 2.9566 0.75132 1.4885 11.4707 -1.3037 
Cl2 3.3983 164.735 1.9469 3.064 0.73524 1.5553 11.4689 -1.2668 
Cl2 3.3918 167.954 1.9553 1.1438 1.0875 0.42779 11.4671 -1.8102 
Cl2 3.3937 165.75 1.9585 2.9773 0.74537 1.5101 11.4662 -1.2939 
Cl2 3.3936 165.736 1.9586 2.9835 0.74143 1.5239 11.4565 -1.2883 
Cl2 3.4014 164.005 1.9393 3.1383 0.71899 1.6185 11.4546 -1.2352 
Cl2 3.4034 163.527 1.9344 3.1848 0.70795 1.6611 11.4437 -1.2143 
Cl2 3.4018 163.874 1.9383 3.1572 0.71182 1.6446 11.4436 -1.2238 
Cl2 3.3936 165.692 1.9589 3.0027 0.7319 1.5573 11.4389 -1.2745 
Cl2 3.3995 160.853 1.9596 3.9741 0.15854 4.135 11.4349 -0.3076 
Cl2 3.3996 160.853 1.9593 3.9726 0.15882 4.1139 11.4306 -0.314 
Cl2 3.3997 160.853 1.9591 3.9712 0.15922 4.0947 11.4268 -0.31991 
Cl2 3.3936 165.643 1.9592 3.024 0.72222 1.5914 11.4251 -1.2604 
Cl2 3.3999 160.853 1.9589 3.9698 0.15979 4.0742 11.4236 -0.32624 
Cl2 3.4 160.853 1.9586 3.9683 0.16039 4.057 11.4198 -0.33159 
Cl2 3.4001 160.853 1.9583 3.9672 0.16139 4.0332 11.4175 -0.33903 
Cl2 3.4002 160.853 1.9581 3.9657 0.16225 4.0161 11.4143 -0.34446 
Cl2 3.3926 167.84 1.9532 1.0025 1.0958 0.41392 11.411 -1.82 
Cl2 3.4004 160.853 1.9576 3.9628 0.16414 3.9846 11.4081 -0.35464 
Cl2 3.4006 160.853 1.9574 3.9618 0.16572 3.9618 11.4069 -0.36195 
Cl2 3.4044 163.18 1.9324 3.2437 0.68204 1.7547 11.405 -1.1745 
Cl2 3.4007 160.853 1.9572 3.9605 0.16694 3.946 11.4047 -0.36714 
Cl2 3.4009 160.853 1.9567 3.958 0.16957 3.9158 11.4007 -0.37719 
Cl2 3.401 160.853 1.9565 3.957 0.17134 3.8973 11.3998 -0.38342 
Cl2 3.3995 164.237 1.9448 3.168 0.69014 1.7171 11.3992 -1.1983 
Cl2 3.4011 160.853 1.9563 3.9558 0.17287 3.8825 11.3984 -0.38848 
Cl2 3.4012 160.853 1.9561 3.9547 0.17444 3.868 11.3972 -0.39343 
Cl2 3.4013 160.853 1.9559 3.9535 0.1762 3.8526 11.3962 -0.39877 
Cl2 3.4008 163.923 1.9419 3.2029 0.67973 1.7565 11.3877 -1.1802 
Cl2 3.4044 163.125 1.9327 3.2607 0.67173 1.7915 11.3868 -1.1597 
Cl2 3.3932 165.605 1.9608 3.0647 0.69954 1.6709 11.3867 -1.2284 
Cl2 3.4015 160.852 1.9552 3.9479 0.17954 3.8255 11.3853 -0.40795 
Cl2 3.3943 165.344 1.9581 3.0903 0.6939 1.6933 11.3809 -1.2173 
Cl2 3.3996 164.136 1.945 3.198 0.67444 1.7732 11.3753 -1.1754 
Cl2 3.4017 160.852 1.9546 3.9422 0.1832 3.7977 11.3748 -0.41737 
Cl2 3.3931 167.779 1.9522 0.9263 1.1011 0.40614 11.3697 -1.8239 
Cl2 3.4005 163.901 1.9429 3.2245 0.66609 1.8047 11.3663 -1.1611 
Cl2 3.3996 164.098 1.9451 3.2092 0.66839 1.7949 11.3662 -1.1666 
Cl2 3.4019 160.852 1.9539 3.9367 0.187 3.7706 11.3653 -0.4266 
Cl2 3.4007 163.842 1.9426 3.2345 0.66126 1.8223 11.3587 -1.1538 
Cl2 3.3948 165.149 1.9574 3.1336 0.67525 1.7606 11.3564 -1.189 
Cl2 3.4021 160.852 1.9533 3.9306 0.19091 3.7443 11.3542 -0.43547 
Cl2 3.4007 163.829 1.9427 3.2395 0.65719 1.8369 11.3491 -1.148 
Cl2 3.4023 160.852 1.9526 3.9255 0.19518 3.7169 11.3462 -0.44486 
Cl2 3.4045 162.94 1.9334 3.3178 0.63905 1.9086 11.342 -1.1128 
Cl2 3.4006 163.776 1.9431 3.2601 0.64634 1.8757 11.3379 -1.1325 
Cl2 3.4024 160.851 1.952 3.9198 0.19934 3.6914 11.3372 -0.45357 
Cl2 3.4141 160.834 1.9095 3.4624 0.61224 2.0186 11.3369 -1.0532 
Cl2 3.4026 160.851 1.9514 3.9146 0.20377 3.6653 11.3295 -0.46255 
Cl2 3.4139 160.835 1.9104 3.4744 0.60356 2.0497 11.3285 -1.0414 
Cl2 3.3936 167.743 1.9518 0.88099 1.1062 0.40007 11.3224 -1.8242 
Cl2 3.4137 160.835 1.9111 3.484 0.59582 2.0776 11.3192 -1.0309 
Cl2 3.3942 165.128 1.9596 3.1746 0.6493 1.8524 11.3165 -1.1529 
Cl2 3.4028 160.851 1.9507 3.9074 0.20812 3.6405 11.3165 -0.47082 
Cl2 3.403 160.851 1.9501 3.9031 0.21289 3.6141 11.3119 -0.47999 
Cl2 3.3938 167.703 1.9511 0.83067 1.1076 0.39802 11.3114 -1.827 
Cl2 3.4135 160.835 1.9117 3.4919 0.58893 2.1024 11.31 -1.0216 
Cl2 3.4116 161.241 1.9164 3.4656 0.59416 2.0812 11.31 -1.0329 
Cl2 3.4002 163.757 1.9449 3.2921 0.62431 1.9542 11.3065 -1.102 
Cl2 3.4031 160.851 1.9495 3.8977 0.21741 3.5898 11.3044 -0.48834 
Cl2 3.4001 163.747 1.9451 3.2973 0.62037 1.9683 11.2994 -1.0964 
Cl2 3.4033 160.85 1.9489 3.8925 0.22211 3.5652 11.2977 -0.4968 
Cl2 3.4131 160.836 1.9131 3.5101 0.57395 2.1566 11.2932 -1.0012 
Cl2 3.4001 163.733 1.9454 3.3044 0.61562 1.9854 11.2929 -1.0897 
Cl2 3.4035 160.85 1.9484 3.8874 0.22689 3.5407 11.2915 -0.50526 
Cl2 3.4053 162.556 1.9326 3.395 0.59648 2.0638 11.2909 -1.0502 
Cl2 3.3944 164.98 1.9596 3.2128 0.6296 1.9237 11.2908 -1.1238 
Cl2 3.4036 160.85 1.9479 3.8827 0.2311 3.5196 11.286 -0.51255 
Cl2 3.4038 160.85 1.9474 3.8794 0.23565 3.4972 11.2846 -0.52048 
Cl2 3.4 163.699 1.946 3.3211 0.60543 2.0222 11.2819 -1.0753 
Cl2 3.4051 162.522 1.9334 3.414 0.58316 2.112 11.2758 -1.0316 
Cl2 3.4112 161.126 1.9185 3.5171 0.55632 2.219 11.2697 -0.98019 
Cl2 3.405 162.5 1.934 3.4265 0.57404 2.1452 11.2653 -1.0189 
Cl2 3.4123 160.837 1.916 3.5451 0.54429 2.2646 11.2625 -0.96084 
Cl2 3.4122 160.838 1.9166 3.5528 0.53762 2.289 11.2565 -0.9518 
Cl2 3.4012 163.297 1.9436 3.3805 0.5771 2.1276 11.2546 -1.0319 
Cl2 3.4051 162.432 1.9339 3.4397 0.56511 2.178 11.253 -1.0059 
Cl2 3.4042 160.849 1.9453 3.8582 0.2503 3.4274 11.2526 -0.54405 
Cl2 3.4043 160.849 1.9451 3.8565 0.25288 3.4153 11.2525 -0.54829 
Cl2 3.412 160.838 1.9172 3.5608 0.53076 2.3142 11.2507 -0.94248 
