T (K)	rhol (kg/m3)	Avg urho (kg/m3)
185.0	543.3009999999999	2.6982990448863866
185.042	546.727	2.715314240013546
185.169	543.05	2.6970524558680222
187.963	539.35	2.678676442449899
188.512	537.5	2.669488435740838
190.012	537.086	2.6674323088340532
190.736	535.82	2.6611447323509876
194.579	530.8	2.636212951983696
195.0	530.5419999999999	2.63493159753454
195.71099999999998	528.4	2.6242933757124813
197.91099999999997	526.2	2.613367097463868
199.023	524.91	2.6069603252180893
200.0	523.982	2.6023514223932196
200.011	524.087	2.6028729038550855
201.41099999999997	521.5	2.5900245939327387
203.203	519.47	2.579942619003336
205.41	516.7	2.5661854413903087
207.43900000000002	513.49	2.5502430081275587
210.0	510.45	2.53514487818402
210.01	510.327	2.53453399990012
212.632	506.27	2.514384949511654
218.535	497.97	2.4731630815737025
220.0	496.26800000000003	2.464710115401366
220.00900000000001	496.119	2.463970108374528
222.946	491.64	2.441725199158373
225.706	487.73	2.422306222816519
228.36900000000003	483.27	2.400155676912511
230.0	481.285	2.390297194038194
230.00799999999998	481.039	2.389075437470394
232.11599999999999	478.23	2.3751245667429597
240.0	465.30400000000003	2.310927715542242
240.007	465.00800000000004	2.309457634468792
244.924	456.73900000000003	2.2683897277243434
248.055	452.764	2.2486479295251436
249.929	447.94800000000004	2.224729313140906
250.0	448.039	2.2251812637411894
250.005	447.73900000000003	2.2236913167072876
250.005	449.5	2.2324373057962914
253.055	443.62300000000005	2.203249243402154
259.62	429.63699999999994	2.133787912681649
260.0	429.07199999999995	2.1309818457678
260.003	428.82800000000003	2.129770022180227
263.053	423.656	2.104083335315759
265.0	418.75199999999995	2.0797276678015764
267.485	413.3	2.0526503637054665
267.485	413.3	2.0526503637054665
270.0	407.719	2.0249323823847787
270.001	407.42699999999996	2.023482167271781
273.151	401.194	1.9925260343974134
275.0	397.0	1.9716965748634654
275.0	395.798	1.9657268537476318
277.594	389.8	1.9359378460498207
277.594	389.8	1.9359378460498207
280.0	382.735	1.9008495934014318
283.103	374.61199999999997	1.860506794213482
283.153	374.704	1.8609637113038788
283.198	373.9	1.8569706532530217
283.198	373.56	1.8552820466145998
283.203	373.55	1.8552323817134697
285.0	368.13800000000003	1.8283537372218803
288.187	358.1	1.778500109467524
288.19599999999997	357.68	1.776414183620061
288.197	357.68300000000005	1.7764290830904004
288.702	356.2	1.769063778252812
288.702	356.4	1.770057076275413
290.0	351.33099999999996	1.7448819378925846
292.35400000000004	344.3	1.709962545908038
293.164	339.70099999999996	1.6871216578783224
293.164	339.851	1.6878666313952735
293.175	339.5	1.6861233933656083
293.193	338.9	1.6831434992978045
293.195	338.889	1.6830888679065614
294.256	335.4	1.6657607839022828
294.256	335.9	1.6682440289587859
294.997	333.1	1.6543378566423685
295.0	330.971	1.6437641991917784
295.665	328.5	1.6314920021225399
295.689	327.73	1.6276678047355253
295.695	327.733	1.6276827042058641
296.33099999999996	326.6	1.6220556709078282
297.311	320.5	1.5917600812184902
298.0	315.81	1.5684672425884911
298.164	315.8	1.5684175776873612
298.178	315.705	1.5679457611266254
298.194	314.893	1.5639129711548643
298.197	314.89	1.5638980716845254
298.345	314.9	1.5639477365856553
299.249	308.8	1.5336521468963176
299.811	306.3	1.521235921613802
299.811	306.6	1.522725868647704
300.0	303.51599999999996	1.5074092131391925
300.654	300.1	1.4904436829131638
300.694	298.806	1.4840170447069334
300.698	298.8	1.4839872457662555
300.825	298.2	1.4810073516984517
301.0	296.313	1.471635584855209
302.0	288.027	1.4304832477788396
302.144	286.5	1.4228994173762792
302.153	288.0	1.4303491525457885
302.193	286.687	1.4238281510274113
302.199	286.988	1.425323064551426
302.207	286.68	1.4237933855966203
302.49	283.1	1.406013350992058
303.0	278.046	1.3809127099609246
303.02299999999997	277.3	1.377207708336622
303.028	278.78700000000003	1.3845928791346624
303.193	276.343	1.3724547772984752
303.20599999999996	276.945	1.3754446043465047
303.20599999999996	277.22	1.3768103891275816
303.20599999999996	278.22	1.3817768792405878
303.21299999999997	276.34	1.372439877828136
303.22700000000003	275.0	1.3657847810767076
303.5	271.7	1.3493953637037872
303.623	270.0	1.3409523305116766
303.809	268.0	1.3310193502856642
303.926	267.432	1.3281983839014768
304.124	262.3	1.302710356641529
304.193	262.57099999999997	1.3040562754621534
304.211	262.56	1.3040016440709106
304.215	262.722	1.3048062154692175
304.215	262.89599999999996	1.3056703847488804
304.215	264.421	1.313244282171215
304.26099999999997	260.1	1.2917840783929153
304.438	256.9	1.2758913100312952
304.618	255.24099999999999	1.267651902933818
304.693	252.498	1.254028820553842
304.715	252.5	1.254038753534068
304.73	250.0	1.2416225282515525
304.83299999999997	247.3	1.2282130049464357
304.888	246.0	1.2217565677995277
304.973	242.7	1.205367150426607
304.996	242.2	1.202883905370104
305.064	239.3	1.188481084042386
305.078	242.12900000000002	1.2025312845720808
305.082	238.8	1.185997838985883
305.094	237.9	1.1815279978841773
305.139	235.6	1.170105070624263
305.173	234.0	1.1621586864434532
305.192	235.358	1.1689031800169156
305.22	235.37	1.1689627778982716
305.224	235.44799999999998	1.169350164127086
305.224	235.862	1.1714062910338707
305.317	229.227	1.1384536291340746
305.325	228.532	1.1350019185055351
305.39099999999996	218.215	1.08376264000965
305.403	210.442	1.0451581123612528
305.406	203.0	1.0081974929402606
305.406	202.0	1.0032310028272544
305.406	203.0	1.0081974929402606
305.406	203.451	1.0104373799812263
305.406	203.0	1.0081974929402606
305.406	203.0	1.0081974929402606
305.406	205.1	1.0186271221775736
305.406	206.2	1.0240902613018805
305.406	203.864	1.012488540397898
305.406	204.28	1.0145546002849086
305.406	206.6	1.0260768573470829
305.406	206.2	1.0240902613018805
305.406	205.5	1.0206137182227761
305.406	205.8	1.022103665256678
305.406	204.46	1.0154485685052497
305.406	200.9	0.9977678637029476
305.406	207.0	1.0280634533922854
